%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1546977675820225108,243852,1546977675819667979,,-28.8714568596,-10.8521919444,-2.70470678164,-8.24034686115,-2.18837752222,1.95003383597
1546977675828290137,243853,1546977675827669827,,-28.525618003,-10.4864879186,-2.25284641504,-7.99225951993,-2.11289592462,1.95243527723
1546977675836407534,243854,1546977675835759669,,-28.3106265715,-10.4102798548,-2.2006588636,-8.04585943686,-2.14262421315,1.93648591343
1546977675844103461,243855,1546977675843670405,,-28.3136350842,-10.2762539229,-2.02619667092,-7.98230752379,-2.1258589337,1.95519765211
1546977675852165580,243856,1546977675851670204,,-29.021381185,-10.7188626306,-2.42916004161,-8.23372750664,-2.17204997036,1.99924296528
1546977675860206926,243857,1546977675859654764,,-28.9983327975,-10.8446869159,-2.54473961576,-8.18767904775,-2.18092554806,1.97853987121
1546977675868438717,243858,1546977675867672902,,-29.3200872859,-11.0042326462,-2.71622478937,-8.3416402347,-2.21104824043,2.0155550736
1546977675875880253,243859,1546977675875554467,,-29.4139102738,-10.8048381132,-2.43319829468,-8.25723082256,-2.1947166324,2.01894571324
1546977675883876840,243860,1546977675883576566,,-28.7168125108,-10.5721512912,-2.00325567407,-8.03247672639,-2.1242622058,1.98965625974
1546977675892200879,243861,1546977675891661316,,-27.9452167017,-10.2655793138,-2.12768698807,-7.98621073073,-2.1303045376,1.88437132238
1546977675899894805,243862,1546977675899591740,,-28.1767385487,-10.1476325838,-2.10350903501,-7.82994594961,-2.05050616204,1.97459544936
1546977675907879695,243863,1546977675907571827,,-29.3498429782,-10.6966487572,-2.44803692305,-8.18152284652,-2.15369996386,2.01546072809
1546977675915868649,243864,1546977675915590027,,-28.7986756951,-10.7887784609,-2.47064455125,-8.1940919241,-2.18273105161,1.98714601513
1546977675924274945,243865,1546977675923700066,,-29.1817436796,-10.9283815433,-2.61135940889,-8.36944789422,-2.23786886692,1.95631791183
1546977675931876348,243866,1546977675931589768,,-29.3726637842,-10.8314445248,-2.60384422286,-8.28426500668,-2.2005269262,2.00009401355
1546977675940215177,243867,1546977675939687934,,-28.5091315169,-10.6015202618,-2.20988512036,-8.09329320597,-2.15983657793,1.93705151348
1546977675947886930,243868,1546977675947584174,,-28.1234728219,-10.2773717164,-2.00240947308,-7.92115241516,-2.08891792855,1.9458804203
1546977675956357084,243869,1546977675955717968,,-28.9614363434,-10.8304294478,-2.65496515413,-8.08464819463,-2.09714762721,2.00542688735
1546977675963867350,243870,1546977675963576417,,-29.390875987,-10.9368188682,-2.77832520362,-8.36188999363,-2.22674087042,1.9961920942
1546977675971958607,243871,1546977675971601327,,-29.2155164636,-10.7256239625,-2.37088158939,-8.19906496012,-2.18457571762,2.00670258377
1546977675979966283,243872,1546977675979630944,,-28.935603041,-11.032574399,-2.5006032273,-8.20106748697,-2.16774567594,1.9564208348
1546977675988372316,243873,1546977675987735754,,-28.5252129536,-10.3760750573,-2.30530410591,-7.9936283768,-2.09853739245,1.9918496503
1546977675995929729,243874,1546977675995540868,,-28.7853033941,-10.4339694576,-2.17781080089,-8.04594823379,-2.12175951227,1.96576217372
1546977676003882318,243875,1546977676003576702,,-27.9895608981,-10.4563958147,-1.85581336532,-7.82520523646,-2.06246363191,1.91248968054
1546977676012035876,243876,1546977676011718469,,-29.2471415623,-10.9093520605,-2.57689605568,-8.17462034469,-2.11459673912,2.00536596419
1546977676020447609,243877,1546977676019821830,,-28.4955626844,-10.6193224904,-2.13443061333,-8.0864573925,-2.1579504327,1.95631196758
1546977676027899891,243878,1546977676027576732,,-29.5749306786,-11.0700440622,-2.51133870523,-8.33901406684,-2.20036617323,2.01492954207
1546977676036087829,243879,1546977676035556691,,-28.6386066034,-10.5436765622,-2.45901268342,-8.09424826587,-2.12923698778,1.95466553586
1546977676043881805,243880,1546977676043580893,,-28.9588992892,-10.6618590854,-2.42072415918,-8.13314620065,-2.15594628125,1.97744461648
1546977676052334428,243881,1546977676051758723,,-28.5396488776,-10.7281289908,-2.67656039707,-8.17889226694,-2.1815441021,1.92655188539
