%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1548269844107994584,227858,1546977547865272823,,8.46527194959,-0.927914463679,-2.44038344405,0.300626253615,0.122179327698,-0.896475732424
1548269844116233805,227859,1546977547873366791,,10.104666942,1.85341119523,-2.56445977128,0.207281956093,0.21292494247,-0.860430056559
1548269844124076643,227860,1546977547881330418,,10.2383479348,2.24004765364,-2.92807581428,0.178263909281,0.131719130217,-0.846639101697
1548269844132024799,227861,1546977547889314426,,9.73487869121,1.42763006448,-2.84837592105,0.182176500512,0.280109481006,-0.758480988689
1548269844140004206,227862,1546977547897325613,,9.25948142182,0.53821474816,-3.06193561411,0.0957236882722,0.255114496112,-0.840952603837
1548269844148361792,227863,1546977547905387075,,8.89450927519,0.0161612914991,-2.68821590911,0.20729275225,0.228697410038,-0.848510938849
1548269844155997602,227864,1546977547913318375,,10.4860867808,2.30291092746,-3.07731163352,0.141735820931,0.325473171874,-0.81411458441
1548269844163880485,227865,1546977547921278443,,10.8850755477,2.48381243613,-2.58181254201,0.248818835505,0.184470172918,-0.886886567101
1548269844171964685,227866,1546977547929294366,,10.5219775526,2.06686046098,-2.62066743496,0.304204957804,0.249823391103,-0.843952258475
1548269844180123097,227867,1546977547937259788,,9.94399703589,1.61491307832,-3.18835332808,0.104786162302,0.293473234541,-0.806707979156
1548269844188284227,227868,1546977547945357455,,9.95209519666,0.768090261376,-2.84185123793,0.157483434468,0.183981309101,-0.985129569385
1548269844196077637,227869,1546977547953255965,,9.315964926,-0.066414903392,-2.50421637621,0.240523604829,0.236572212439,-0.894390944619
1548269844203862179,227870,1546977547961309631,,10.2888323154,1.87119543077,-2.66542690049,0.191411725574,0.222581036899,-0.907744584205
1548269844212182431,227871,1546977547969336744,,9.55073210583,0.89958026617,-3.20128563497,0.102138352157,0.271024116144,-0.846569910736
1548269844220755371,227872,1546977547977404233,,10.325957802,2.20908541228,-3.16380442326,0.170632353876,0.322178012302,-0.818455702345
1548269844227894662,227873,1546977547985222821,,10.7018526591,1.41967328927,-2.512262265,0.255517970246,0.160903076364,-0.998687060025
1548269844236203867,227874,1546977547993410508,,11.0624190022,2.77930073194,-3.44205640834,0.0655774799968,0.363791931706,-0.816052894357
1548269844244101340,227875,1546977548001288554,,9.85553781648,1.81856784065,-3.19204555558,0.0965253054905,0.322276546489,-0.769357933981
1548269844252316959,227876,1546977548009404499,,11.0093087537,2.57009902823,-2.81853041297,0.198801713442,0.311329599545,-0.84481189393
1548269844259920325,227877,1546977548017300165,,9.48766853076,0.623096697345,-2.78522010521,0.182569163748,0.226013373072,-0.857296976371
1548269844268179722,227878,1546977548025412297,,10.2201672573,1.75618929941,-2.83472069552,0.170130943461,0.252914615282,-0.942102760292
1548269844275994385,227879,1546977548033280509,,10.7033962458,2.39234272204,-2.74120570667,0.265413107389,0.237845381958,-0.8850627099
1548269844284367614,227880,1546977548041441352,,11.1626249071,2.66663964208,-2.69770833098,0.196527001474,0.246190598811,-0.896605683239
1548269844291948699,227881,1546977548049279530,,9.14551766393,0.945048946349,-2.72830405936,0.179015739442,0.249349050682,-0.754225065373
1548269844299899336,227882,1546977548057235815,,8.97712805253,0.989985790322,-2.5163456761,0.212084485528,0.216975826148,-0.786160627771
1548269844307880119,227883,1546977548065327067,,9.53179340381,1.40503729353,-2.99124688713,0.121307173413,0.289983654385,-0.736408237996
1548269844315894778,227884,1546977548073298993,,9.15108170065,1.54055794517,-3.15275454232,0.110788756748,0.282629090214,-0.778632752008
1548269844323999859,227885,1546977548081283986,,9.81640166646,1.96002805755,-2.93851860813,0.166884337381,0.253014746339,-0.787678141126
1548269844331976991,227886,1546977548089266965,,9.93381874951,2.3787879907,-2.61725240666,0.230755187891,0.243007098762,-0.791849886887
1548269844339967290,227887,1546977548097278469,,9.46049004478,1.85718251639,-2.77688398794,0.25983876243,0.238456389098,-0.769173944017
1548269844347971439,227888,1546977548105266723,,9.10316000676,0.763600572599,-2.85972710915,0.171134384642,0.217380092529,-0.838762564982
1548269844355857460,227889,1546977548113262715,,10.2771072778,2.1162855445,-2.73579149645,0.197599024382,0.209969317943,-0.912153372253
1548269844364048435,227890,1546977548121279983,,10.6193429457,2.96134572627,-2.79237359023,0.240255291067,0.243256058921,-0.831379618174
1548269844372047463,227891,1546977548129283130,,10.1764942528,1.82967317508,-2.74093459005,0.206733311317,0.204516403794,-0.855860979435
1548269844379873917,227892,1546977548137291358,,9.75374447573,1.58840918219,-3.35482482601,0.0321590104893,0.285993285724,-0.847455496714
1548269844387984596,227893,1546977548145290267,,9.36514061761,-0.0707408635067,-2.35734436514,0.279825560482,0.192906132473,-0.938242622617
1548269844395970082,227894,1546977548153291705,,9.98559358512,1.45382025633,-2.43059073586,0.263508520572,0.219802192781,-0.881336589512
1548269844404345835,227895,1546977548161508318,,10.3026064416,2.28648912702,-2.94999834116,0.152461338467,0.252903997938,-0.883940321822
1548269844411942245,227896,1546977548169277089,,9.63642556167,2.11289369565,-3.13979105255,0.140505910697,0.29690917791,-0.706218995939
1548269844419932062,227897,1546977548177259590,,9.25166192042,1.22208659316,-2.88876420846,0.192266998207,0.198716297397,-0.843355788682
1548269844427918416,227898,1546977548185281594,,9.54994226763,0.921493841797,-2.65924265798,0.227511576622,0.295994455274,-0.78325283425
1548269844435951244,227899,1546977548193246881,,10.8861792345,3.68812229916,-3.20476783616,0.0854825160518,0.327464010532,-0.724912096248
1548269844443908993,227900,1546977548201257301,,8.47089543809,-0.73378107941,-2.23914503783,0.247629137019,0.180860819215,-0.857781878748
1548269844451982907,227901,1546977548209266727,,9.22210149042,0.691092839058,-2.48138712896,0.298721265156,0.159788510984,-0.828118438481
1548269844459909734,227902,1546977548217299468,,9.33486152772,1.57380699931,-2.8745402324,0.185062594939,0.26286351821,-0.705369724007
1548269844468023988,227903,1546977548225330489,,8.17130423793,0.0343918237383,-3.01729724479,0.14959551485,0.197774793835,-0.76165021116
1548269844475956469,227904,1546977548233304535,,10.8925850652,2.77298858975,-2.98286286713,0.158263715501,0.299139080307,-0.858155736826
1548269844484011544,227905,1546977548241277234,,9.68573584547,1.87096315947,-2.81017685028,0.177860485197,0.25060644597,-0.740747057728
