%time,field.data
1548269845484503515,11.0340756281
1548269845492285370,10.3765745876
1548269845500513422,9.12603891565
1548269845508183196,10.2427286775
1548269845516349600,10.9509601047
1548269845524311033,9.69141575657
1548269845532627103,10.2181239265
1548269845540323097,10.3972390145
1548269845548597165,10.9284395961
1548269845556619454,8.19284053711
1548269845565061058,9.17799284953
1548269845572368973,11.026356025
1548269845580855253,9.11737988958
1548269845588502858,8.66397233348
1548269845597031461,10.6432656827
1548269845604352799,9.29392477514
1548269845612346968,9.02798126548
1548269845620649006,10.6244481107
1548269845628720327,9.46949485294
1548269845636326134,9.50667966984
1548269845643946481,10.0339145824
1548269845652380635,10.2412696688
1548269845660016739,10.5072634949
1548269845668079367,10.8046416872
1548269845676028706,11.1203708869
1548269845684288646,10.3346696181
1548269845692093652,10.2346118274
1548269845700096778,9.29479632662
1548269845708102911,8.48913653358
1548269845716189804,9.08921254703
1548269845724170639,10.3129133756
1548269845732068746,9.43512826131
1548269845740436726,11.3366031961
1548269845748065871,9.9232983168
1548269845756478016,10.3165982333
1548269845764124180,10.1686436729
1548269845771953760,10.5694678918
1548269845780107134,9.81499423877
1548269845788455721,11.8114432123
1548269845796061939,8.70891204762
1548269845804129665,10.1846177733
1548269845812157223,10.027277062
1548269845820073471,10.3729841761
1548269845828335998,9.80757157237
1548269845836004463,10.7875686633
1548269845844160059,8.98932559173
1548269845852247365,11.4365507045
1548269845860179996,11.5520873513
1548269845868179140,10.4497581319
1548269845876393446,10.8655226061
1548269845884137172,8.2474385418
1548269845892184560,9.76187304939
1548269845900488228,9.6380521447
1548269845908289739,9.38635618717
1548269845916285037,9.66700820604
1548269845924270964,9.19136067993
1548269845932298070,10.2911492674
1548269845940283094,10.8845827709
1548269845948352029,9.66623762717
1548269845956312429,10.3098259583
1548269845964795697,10.4781529512
1548269845973037577,10.0472516706
1548269845980642149,9.05564707281
1548269845987965253,10.3160499918
1548269845996354378,9.24148587402
1548269846004110971,8.92368458254
1548269846012359765,11.1753553167
1548269846020062481,10.4112921969
1548269846027916547,11.0110652671
1548269846036239947,10.0101789619
1548269846044180769,9.95403979519
1548269846051884384,10.5771632442
1548269846060021545,9.49241407788
1548269846068223369,10.126303285
1548269846076079081,9.63577489753
1548269846084056021,10.9767643379
1548269846091955825,10.2916712354
1548269846100234933,9.05894884981
1548269846108137173,9.30773722068
1548269846116059564,9.9211247194
1548269846124070710,9.97872606838
1548269846132128984,9.93109041768
1548269846139997463,8.37582424986
1548269846147988150,9.80148210839
1548269846156068031,9.09861624889
1548269846164102822,7.55867038754
1548269846172002245,9.4005301754
1548269846180090817,9.60671274639
1548269846188101180,11.1243909311
1548269846196361750,9.23950465261
1548269846204405844,10.8184887352
1548269846212231476,10.2308108018
1548269846220133390,10.3418568237
1548269846228473895,7.8364651472
1548269846236400672,9.54426063646
1548269846244197838,9.21984382684
1548269846252236051,11.3171846748
1548269846260220380,11.3367232893
1548269846268416310,9.75396373994
1548269846276164289,8.59545653834
1548269846284282621,9.41830037022
1548269846292218671,9.04038139793
1548269846300479214,9.61650513389
1548269846308224750,10.4649043112
1548269846316048474,10.3930501052
1548269846324314608,9.90880857187
1548269846332413881,11.5286439624
1548269846340030832,10.489327281
1548269846348077954,9.43041525005
1548269846356372883,9.41917256045
1548269846364054262,10.3263036277
1548269846371994408,9.87945954576
1548269846379934746,9.49343378546
1548269846388177529,10.6107966966
1548269846395992025,11.3305522245
1548269846404089300,8.1750871627
1548269846412153232,8.68317086015
1548269846420163521,10.1719679311
1548269846428072323,10.3824756594
1548269846436201190,8.08151163527
1548269846444081496,8.99363650962
1548269846452269380,8.81579257216
1548269846460169083,10.0735401294
1548269846468129626,9.75607167409
1548269846476163141,9.45883725868
1548269846484581181,9.85230255235
1548269846492131752,10.7711661858
1548269846500635064,8.57499847796
1548269846507935115,11.0120056646
1548269846516055697,6.09340647866
1548269846524476476,9.97245635082
1548269846532629035,8.9805992067
1548269846540246642,9.83836513589
1548269846548185185,10.0022395446
1548269846556235179,11.3026311323
1548269846563990153,9.43256652295
1548269846572487138,10.6761184444
1548269846580476464,8.70131160032
1548269846588556072,9.71092033768
1548269846596470017,9.11436522212
1548269846604584936,8.6666609991
1548269846612437057,10.804316316
1548269846620544900,8.87388647401
1548269846628523312,9.17197284402
1548269846636308884,10.0332402915
1548269846644362490,10.2158062569
1548269846652415474,9.61428939878
1548269846660393760,9.23580261197
1548269846668653110,10.1246880773
1548269846676878541,11.1987082689
1548269846684846482,10.3418577455
1548269846692452476,9.75205384932
1548269846700543648,8.72763974702
1548269846708692537,9.55852026724
1548269846716468876,7.45701056545
1548269846724004082,10.6086127764
1548269846732079451,9.00118202832
1548269846739990274,9.91055990952
1548269846748068284,9.04182674501
1548269846756409456,9.4676479557
1548269846764368008,10.4758737994
1548269846772593523,10.7705816797
1548269846780735431,9.4851265497
1548269846788386505,11.6472113655
1548269846796546213,10.864612859
1548269846804492722,10.3068133753
1548269846812695478,9.62010787884
1548269846820341573,9.90779014299
1548269846828534342,9.6885353478
1548269846836584063,9.92001474464
1548269846844196876,9.00886700384
1548269846852324854,8.82493132236
1548269846860328646,9.8850204391
1548269846868479470,10.7573222249
1548269846876409634,10.1141285797
1548269846884331094,9.33443469877
1548269846892368928,11.4188820148
1548269846900693053,9.36395552534
1548269846908940799,9.02199679566
1548269846916498078,10.2192441858
1548269846924737268,10.8897190246
1548269846932375325,10.0366378914
1548269846940716019,12.0661161044
1548269846948329075,11.1328315143
1548269846956400562,10.1063379274
1548269846964611802,10.5997082725
1548269846972585577,10.5694750746
1548269846980047141,9.51479917555
1548269846988219933,11.5819618366
1548269846995831378,10.6988903586
1548269847004044807,10.2450119032
1548269847011885638,8.32742459169
1548269847019998434,8.54362277379
1548269847028000972,8.74639255189
1548269847036295072,9.72168922688
1548269847044279432,9.09742914537
1548269847052402899,9.87965960942
1548269847060419205,10.2307948981
1548269847068487636,8.14941296498
1548269847076474273,10.3187384245
1548269847084623108,10.1117979497
1548269847092528999,10.5038843657
1548269847101010245,9.11305214134
1548269847108440690,11.053396883
1548269847116518522,7.32717646686
1548269847124983178,9.64950443172
1548269847132523337,11.3017141551
1548269847139907857,10.0552569938
1548269847148446734,11.9316833092
1548269847156127512,10.226349196
1548269847164256885,11.7669878852
1548269847172028344,10.0193336481
1548269847180205387,10.7661254592
1548269847188307147,9.97435810586
1548269847196210022,9.64277272472
1548269847204034638,8.73503691887
1548269847212055658,8.91327798319
1548269847220502878,9.25472287948
1548269847228590776,10.7716477417
1548269847236222934,7.99735675358
1548269847244572949,9.98028595491
1548269847252396679,8.93878433504
1548269847260453421,12.4321482254
1548269847268327000,9.1084945079
1548269847276434200,9.43540816975
1548269847284539601,10.2481357052
1548269847292350888,8.74067347593
1548269847300636678,8.29404655603
1548269847308331975,8.8002871296
1548269847316448288,10.5675129574
1548269847324862089,9.70981531663
1548269847332423530,9.6706477639
1548269847340312657,7.86195495974
1548269847348686864,9.29907040064
1548269847356736609,7.83190508052
1548269847364141040,10.2470057228
1548269847372554630,10.0460161389
1548269847380418562,10.2831858325
1548269847388393861,8.41647454539
1548269847396028458,9.79480190554
1548269847404042105,10.5997746752
1548269847412467935,8.3402855625
1548269847420026519,10.996665284
1548269847428103231,11.2697332824
1548269847436003213,9.26058546893
1548269847444279389,10.4081738774
1548269847452014950,10.0733784016
1548269847459961619,10.8929230963
1548269847468200951,10.6457052777
1548269847476397187,9.74395186598
1548269847484626519,10.7378658197
1548269847492287060,8.39179474366
1548269847500573560,10.6247831747
1548269847508438234,9.22716360321
1548269847516585556,10.7086900844
1548269847524329785,11.9129037026
1548269847532378709,7.58143481268
1548269847540343199,8.63447369039
1548269847548500383,10.7628241779
1548269847556315012,8.22816678681
1548269847564510262,11.8729434223
1548269847572778060,9.59368824762
1548269847580712669,9.68181225496
1548269847588423513,10.3604220337
1548269847596585008,9.030549648
1548269847604535510,9.14358473058
1548269847612481864,10.3200778852
1548269847620171985,9.96797939005
1548269847628164588,9.78758478158
1548269847636356886,7.80381845526
1548269847644266679,10.4722557848
1548269847652454607,10.05981622
1548269847660483400,9.09567742361
1548269847668576295,11.4882314005
1548269847676515888,9.54287757336
1548269847684447278,9.804029143
1548269847692723000,9.32918946629
1548269847700526860,9.72066752026
1548269847708808779,9.90354783651
1548269847716545121,9.63613244156
1548269847724317890,10.6943228057
1548269847732534444,8.98928803052
1548269847740525588,9.12332359555
1548269847748012250,10.7322783892
1548269847756456027,8.45594293447
1548269847764253214,8.60976150505
1548269847772326571,9.72761113421
1548269847779976031,10.070062753
1548269847788359638,11.4370995358
1548269847796052458,11.6376481833
1548269847804353300,9.97590327448
1548269847812085748,7.6032574875
1548269847820036097,9.3844602768
1548269847828080892,11.6940103315
1548269847836248876,10.6435973278
1548269847843961681,10.8741855671
1548269847851948684,9.51768014122
1548269847860257353,9.83123033158
1548269847867989949,11.8794361876
1548269847875911546,10.5501184139
1548269847883862905,10.4805817841
1548269847892328323,9.72169757873
1548269847900090788,9.68934708185
1548269847908274145,11.4693855673
1548269847916360002,10.1521358058
1548269847924611665,8.52006076826
1548269847932823396,10.9989534609
1548269847940423478,9.32392894709
1548269847948526915,9.59414183224
1548269847956733613,9.2049940441
1548269847964793337,9.80811425711
1548269847972277806,9.23604750817
1548269847980421241,8.70446696626
1548269847988390320,9.71950799093
1548269847996049770,10.7134301112
1548269848003979034,8.36346482606
1548269848012045903,9.43754476458
1548269848020177432,9.25318526863
1548269848028650896,10.4182475969
1548269848036120270,11.1676855659
1548269848044005025,10.5156219355
1548269848052190935,10.842703477
1548269848060157800,10.4155954289
1548269848067887691,9.58312784708
1548269848076180106,6.82930858497
1548269848084359876,10.6915137058
1548269848092081909,9.11807862506
1548269848100417188,9.49885083064
1548269848108479156,9.85695082895
1548269848116273568,10.4641523081
1548269848124613746,8.65859547514
1548269848132445526,8.92193451362
1548269848140364910,11.5265840112
1548269848148347133,8.39586067318
1548269848156390193,9.7816861572
1548269848164380334,10.6077017476
1548269848172367859,9.3219211834
1548269848180485734,8.58889196863
1548269848188683241,9.91833730887
1548269848196355916,8.66929941654
1548269848204389199,10.9450154946
1548269848212517282,9.90355700134
1548269848220804541,10.3529369881
1548269848228233215,9.84680453767
1548269848236305758,10.6544440179
1548269848244161026,9.92472974301
1548269848252459722,11.0506917724
1548269848259968829,10.8368592978
1548269848267949728,8.89638546519
1548269848276016787,10.1679149266
1548269848284200437,10.7526496513
1548269848292047042,9.2925711075
1548269848300121737,8.96038949039
1548269848308386157,11.7636204936
1548269848316640487,11.6066673642
1548269848324396582,9.95312772214
1548269848332461141,9.21575228744
1548269848340496762,10.9293281039
1548269848348619066,10.3863818576
1548269848356469969,9.72570528671
1548269848364417194,9.37670855022
1548269848372603005,7.37342902467
1548269848380465200,9.15686847819
1548269848388392368,9.16840051645
1548269848396360301,9.50395070167
1548269848404615840,8.26723093165
1548269848412716025,10.3133661564
1548269848420413532,7.66621287583
1548269848428439006,9.9212833114
1548269848436342081,11.7084097839
1548269848444802288,9.81808594021
1548269848452448122,9.82012967254
1548269848460457114,9.88966161317
1548269848468932492,9.77621073254
1548269848476461201,10.2216874243
1548269848484123578,9.33179104156
1548269848492195692,9.50174295169
1548269848500116953,9.77694236384
1548269848508000049,9.97484125728
1548269848515935691,10.154744941
1548269848523937482,10.1835205421
1548269848532231028,10.5870209281
1548269848540057351,9.59541733924
1548269848547966813,11.681818711
1548269848555876822,9.84744943403
1548269848564248050,9.68403818518
1548269848571980751,10.6799372423
1548269848579939841,12.077708227
1548269848588157013,9.96962648475
1548269848596119725,10.2208094946
1548269848604347744,8.0916640138
1548269848612217209,10.681555014
1548269848620496418,11.1912017608
1548269848628620486,9.86618463473
1548269848636322096,10.7562135317
1548269848644385075,10.0068584814
1548269848652248798,8.91887430725
1548269848660360723,9.4145719883
1548269848668337847,10.2775776783
1548269848676450863,10.8112627882
1548269848684460295,12.2269791834
1548269848692328634,7.57693339654
1548269848700661051,8.10161147105
1548269848708418614,11.6469158395
1548269848716361509,11.9495868093
1548269848724405100,8.76629184257
1548269848732716391,9.39799150218
1548269848740279288,10.3349133506
1548269848748646914,8.9123323417
1548269848756109984,9.86606157611
1548269848764362604,10.1406136413
1548269848772053529,11.033411864
1548269848780496921,8.88451145401
1548269848788090666,9.77465404605
1548269848796071955,9.49355281326
1548269848804033830,10.520308734
1548269848812097802,9.97075388037
1548269848820072400,10.9095005068
1548269848828074080,9.69140087438
1548269848836052928,8.50396892225
1548269848844159193,10.8793306156
1548269848852228763,10.465731399
1548269848860507122,10.6318357757
1548269848868532998,10.2282780886
1548269848876310388,12.1793225616
1548269848884855932,9.9521814315
1548269848892445952,11.5983315514
1548269848900731249,9.5853176634
1548269848908390747,9.38853018071
1548269848916454947,10.652807146
1548269848924672244,10.0356453756
1548269848932311662,9.34246064869
1548269848940597151,9.56881907714
1548269848948334440,10.2627599175
1548269848956700461,9.47657719139
1548269848964329814,10.8153559434
1548269848972639397,8.78850124838
1548269848980588246,9.75291941367
1548269848988361839,8.84212307923
1548269848996307071,10.3982793081
1548269849004588281,10.136601632
1548269849012127105,10.5474114718
1548269849019848695,9.29728800862
1548269849028004266,8.30268188567
1548269849035876956,8.87011358217
1548269849043970862,10.6211507781
1548269849051861075,11.4227201413
1548269849059869487,8.96564449315
1548269849067950239,9.92772565588
1548269849076432052,10.1346808625
1548269849083962101,10.5073831127
1548269849092073436,10.1879502257
1548269849100218854,10.7116052071
1548269849108250801,10.6352522366
1548269849116696781,12.164767165
1548269849124463828,8.4220086289
1548269849132278582,9.28581365167
1548269849140674831,9.93591843359
1548269849148850714,11.2130124574
1548269849156460836,10.2219738621
1548269849164711153,9.67061639564
1548269849172501472,11.2951201847
1548269849180816726,10.3672359433
1548269849188213370,9.9687769107
1548269849196535805,10.0047818485
1548269849204499204,9.3005923638
1548269849212469621,9.67257316761
1548269849220357996,7.84387088761
1548269849228143621,10.5540795788
1548269849236386284,11.0718309581
1548269849244629304,9.86159061344
1548269849252203976,7.62399770511
1548269849260337571,11.0486747591
1548269849268270012,9.42482224059
1548269849276410245,9.78830493943
1548269849284118936,11.7833118169
1548269849292544181,10.9293750807
1548269849300197089,11.1757044099
1548269849308343520,8.10793360283
1548269849316048901,7.65915437891
1548269849324108408,10.4002741497
1548269849332237604,7.80999105636
1548269849340149390,10.3544120833
1548269849348474630,9.22676254138
1548269849356578121,11.4569820807
1548269849364716040,10.3928054554
1548269849372732502,9.16905906275
1548269849380403355,10.2658254642
1548269849388720480,10.9029893288
1548269849396601751,10.6732048382
1548269849404700715,9.45992350891
1548269849412358836,10.4177390753
1548269849420287042,10.5648070544
1548269849428522299,8.13186939307
1548269849436280042,9.93473991852
1548269849444182260,9.24852592089
1548269849452269249,9.82000097626
1548269849460286253,10.4813897229
1548269849468582092,9.11148005509
1548269849476372955,11.2874591319
1548269849484461615,10.3884342075
1548269849492237753,9.13034707741
1548269849500495547,12.0640844958
1548269849508443896,10.3195708558
1548269849516298031,10.2468843182
1548269849524392544,6.9902879015
1548269849532662780,8.22509582322
1548269849540373667,10.663335599
1548269849548196696,10.0990233733
1548269849556361020,10.3570301273
1548269849564271629,8.1060579939
1548269849572349657,11.3823248176
1548269849580216903,9.34801326322
1548269849588255615,8.71555967487
1548269849596877647,10.0634514598
1548269849604227535,11.0003029697
1548269849612287263,8.98103095269
1548269849620192442,7.94073255624
1548269849628692994,9.54113860449
1548269849636342028,10.7373249179
1548269849644279175,7.89319477891
1548269849652315974,9.96483732077
1548269849660265180,9.21124260099
1548269849668273571,8.59719771416
1548269849676231954,10.3131754469
1548269849684635829,9.95255140919
1548269849692251826,12.7872906799
1548269849700479994,10.0096598665
1548269849708384950,8.60845569117
1548269849716244707,10.9019789347
1548269849724340261,8.39469314514
1548269849732341613,9.61999090122
1548269849740460673,8.51945186013
1548269849748276626,8.65640549523
1548269849756552227,10.3711151301
1548269849764365470,8.79475722182
1548269849772285992,9.896956761
1548269849780275167,10.6443195885
1548269849788387889,10.7054118126
1548269849796192750,9.42673327232
1548269849804225783,10.0827221969
1548269849812245879,10.6202747264
1548269849820430991,10.7363802978
1548269849828260734,8.82569702136
1548269849836337689,10.8611983779
1548269849844220083,11.0451565465
1548269849852450922,10.7853406342
1548269849860289751,7.5035431492
1548269849868231240,7.4290531046
1548269849876293311,9.03570427062
1548269849884565443,7.8468433246
1548269849892272172,9.4842869359
1548269849900305511,9.96124930518
1548269849908343606,11.409854667
1548269849916359760,9.05694599897
1548269849924237452,9.72742903307
1548269849932214443,11.673927343
1548269849940447701,10.6519365071
1548269849948461325,8.17849141306
1548269849956520630,10.8405014974
1548269849964515061,10.3584401673
1548269849972552794,10.1030306671
1548269849980896876,10.1820396761
1548269849988186091,10.6032019392
1548269849996371426,11.3646618922
1548269850004343718,10.9044849452
1548269850012166435,10.4281348257
1548269850020235925,10.1509562302
1548269850028622907,9.72083774227
1548269850036749937,11.6636055134
1548269850044741770,9.35048822701
1548269850052546747,8.42919885883
1548269850060651718,8.85660515024
1548269850068501978,10.6503445343
1548269850076877495,11.2101179665
1548269850084509091,10.3735851162
1548269850092797503,10.1130018969
1548269850100472123,9.77920597319
1548269850108791800,10.7195832753
1548269850116266868,9.5173852472
1548269850124240410,8.81651638015
1548269850132562589,9.56768969863
1548269850140145981,8.85030596225
1548269850148189739,6.49447370982
1548269850156195372,10.7471185596
1548269850164335458,9.06485814259
1548269850172278374,10.1649695019
1548269850180225607,11.173908969
1548269850188151884,9.98887201482
1548269850196214215,8.25435215827
1548269850204368843,8.91466164972
1548269850212164182,9.40603234118
1548269850220237216,8.89998702863
1548269850228311429,8.61050307832
1548269850236277050,10.5473216793
1548269850244097763,8.99718232667
1548269850252037353,9.29057499622
1548269850260220118,10.9515938215
1548269850268333866,10.7560338792
1548269850276116090,8.66811463186
1548269850284412335,10.1119381978
1548269850292263965,10.1052781746
1548269850300401136,10.161793326
1548269850308004012,10.0846429818
1548269850316151212,11.1044098725
1548269850324149809,10.2077617436
1548269850331982740,10.0438218651
1548269850340128968,9.54507380001
1548269850348431488,10.076961429
1548269850356481044,10.0478255306
1548269850364394707,10.1978967582
1548269850372440321,10.3331245295
1548269850380403951,10.0341294312
1548269850388561562,9.41485673047
1548269850396409357,9.14956801392
1548269850404380374,9.31374977095
1548269850412269914,9.7850664406
1548269850420593336,10.959195096
1548269850428452216,9.71259371331
1548269850436569738,9.43066866559
1548269850444516470,10.3111162602
1548269850453040642,9.41332117604
1548269850460507796,9.51501480977
1548269850468455890,10.5344706842
1548269850476304570,10.1872234361
1548269850484660575,10.6393572253
1548269850492715726,10.2414722603
1548269850500385441,8.86414408743
1548269850507954306,10.7403425191
1548269850516112567,10.4351581906
1548269850524129857,10.158283654
1548269850532206394,10.6031834299
1548269850539932084,9.33328348988
1548269850548134547,10.448632842
1548269850556263486,9.20302662171
1548269850564445814,10.5591615891
1548269850572520254,10.7071271029
1548269850580787752,10.1321421408
1548269850588755273,10.0969072987
1548269850596437367,10.833447602
1548269850604845437,10.6601037854
1548269850612537679,9.3858955927
1548269850620756543,11.1390740193
1548269850628469475,9.44496797144
1548269850636441248,11.4584404754
1548269850644542957,10.3843190001
1548269850652744478,10.7200395854
1548269850660442213,10.4024614491
1548269850668467800,10.2698403522
1548269850676751876,9.61352837403
1548269850684536439,10.0560317634
1548269850692408112,10.0461086693
1548269850700665073,9.29262329101
1548269850708931772,9.98723961017
1548269850716736238,9.61934359512
1548269850724159982,9.85979661479
1548269850732246684,10.9461597474
1548269850740137938,9.9259146185
1548269850748075873,9.66584327593
1548269850756107037,10.1076402911
1548269850763941947,9.98196295572
1548269850772122570,10.1275204108
1548269850780125139,8.55641703414
1548269850788122216,10.1825812941
1548269850795980429,10.1532521704
1548269850804163683,9.37355807502
1548269850812249409,9.79542871957
1548269850820221086,9.70542561273
1548269850828213308,10.1819800078
1548269850836535684,9.46070841961
1548269850844386507,10.057325225
1548269850852267427,9.46692921714
1548269850860143930,10.6523583176
1548269850868342127,10.1193746669
1548269850876179858,10.55171355
1548269850884222186,9.34778629996
1548269850892253915,9.04297017249
1548269850900480195,10.0879683559
1548269850908271692,10.2719014372
1548269850916123816,10.0299934582
1548269850924166924,10.3082533036
1548269850932443492,9.19899598061
1548269850940155078,9.90564760594
1548269850948212257,9.91385867109
1548269850956182983,10.2628016109
1548269850964398840,10.6817573154
1548269850972274450,10.3773231725
1548269850980338192,9.12055559566
1548269850988279753,9.97731203469
1548269850996195689,10.5350982726
1548269851004510503,10.5238003384
1548269851012172619,9.96826891291
1548269851020257336,10.4666947476
1548269851028446973,10.8500335449
1548269851036376312,10.0270892656
1548269851044313861,9.02737003785
1548269851052618803,10.8289417976
1548269851060533802,9.6638933491
1548269851068655118,9.697794343
1548269851076518615,10.1499582428
1548269851084746759,9.90479890934
1548269851092432136,9.83772474144
1548269851100871517,9.78234375963
1548269851108388518,9.563712386
1548269851116555421,10.1287808871
1548269851124709331,10.3548514679
1548269851132828931,9.70530178762
1548269851140489686,9.68889776459
1548269851148574766,8.97617968627
1548269851157273550,9.11929579068
1548269851164600159,9.31634554565
1548269851172214723,9.83066969064
1548269851180267612,9.85032641665
1548269851188450211,10.2489689832
1548269851196443687,9.12265826603
1548269851204303011,11.1871227183
1548269851212270162,10.7323207244
1548269851220580323,9.26469946284
1548269851228542755,9.96538551348
1548269851236215998,9.67342337925
1548269851244378606,10.292563205
1548269851252102691,9.8407071912
1548269851260836454,9.87978585209
1548269851268552977,9.68285440219
1548269851276425608,9.56763958448
1548269851284869597,10.1661324692
1548269851292764485,10.4042441535
1548269851300717372,9.84749274723
1548269851308452704,10.0562072318
1548269851316579831,8.75805851674
1548269851324693539,9.27502455672
1548269851332563087,8.24055964104
1548269851340371337,9.43531821823
1548269851348466600,8.23595680884
1548269851357029763,8.53359061303
1548269851364401292,8.16365200451
1548269851372879636,5.12006262868
1548269851380594176,5.21578454284
1548269851388486972,5.59469454053
1548269851396343651,4.33650135085
1548269851404223987,3.61499853922
1548269851412398892,5.3752487217
1548269851420347647,4.22922761456
1548269851428294128,4.84934336794
1548269851436349690,3.88456836037
1548269851444459647,5.01229277926
1548269851452319818,4.25057782348
1548269851460174397,3.40252662987
1548269851468270485,4.99673260531
1548269851476515201,5.81204670619
1548269851484394508,6.11064691838
1548269851492420210,7.01652634977
1548269851500544232,6.34659825438
1548269851508757750,7.34095924623
1548269851516528151,6.45565600998
1548269851524320000,5.34891698977
1548269851532218148,5.23670020248
1548269851540348042,6.00010911128
1548269851548195248,6.3139804431
1548269851556338676,9.06547668206
1548269851564408762,8.93668145201
